# index method strike1 dip1 rake1 strike2 dip2 rake2 (method: 0=discarded, 1=instability, 2=deviation)
    0     1   152.6428    62.1870   -36.0606   261.4080    58.6250  -146.8729
    1     1   262.9683    56.6623  -145.3949   152.2017    61.6755   -38.6322
    2     1   266.9677    52.3713  -142.1855   151.6146    60.9501   -44.2990
    3     1   263.7604    56.2212  -144.8549   152.3846    61.4142   -39.2845
    4     1   154.6100    74.6598   -40.0678   257.1549    51.6283  -160.2793
    5     1   154.7050    70.4275   -32.2534   256.6413    59.8127  -157.1974
    6     0   291.0308    67.5589  -142.1988   184.5360    55.4929   -27.5962
    7     0   286.3424    65.4654  -135.4528   174.1111    50.3453   -32.6390
    8     0   288.6388    70.3380  -141.0093   183.4023    53.6648   -24.6884
    9     0   291.4763    66.0654  -131.4123   176.7754    46.7267   -33.8623
   10     0   290.8535    63.9851  -126.7280   170.4050    43.9226   -39.2187
   11     0   289.4273    71.1547  -136.5725   182.4262    49.4142   -25.1719
   12     1   179.6273    33.9307   -40.4555   304.9078    68.7656  -117.1080
   13     2   283.3349    50.3613  -123.2582   149.1271    49.9130   -56.4952
   14     1   294.3124    67.4830  -137.7179   185.1120    51.5748   -29.2635
   15     0   279.7504    67.4213  -138.6345   171.0706    52.3955   -28.9889
   16     0   285.8738    64.9865  -138.3152   175.2410    52.9396   -31.9963
   17     1   158.7743    73.9296   -38.9565   261.3901    52.8315  -159.6726
   18     1   262.9821    50.3441  -141.9829   146.4673    61.6945   -46.4559
   19     0   168.2339    68.5639   -35.0327   272.6046    57.7012  -154.3825
   20     0   171.7955    62.2178   -35.6196   280.2619    58.9848  -147.0527
   21     0   175.9367    64.4571   -33.7385   282.0023    59.9259  -150.1148
   22     1   159.2244    81.8054   -37.8721   255.5498    52.5815  -169.6613
   23     1   163.5032    86.5755   -33.3345   255.7532    56.7328  -175.9032
   24     1   341.4914    89.7444    29.7263   251.3455    60.2740   179.7056
   25     1   265.7710    58.3927  -144.2977   155.1331    60.1979   -37.1548
   26     1   305.0542    74.5558  -150.3421   206.4318    61.5135   -17.6368
   27     0   181.5801    62.0302   -35.3191   289.9622    59.2961  -146.9431
   28     1   220.8013    57.4235   -40.5788   335.5576    56.7596  -139.9274
   29     1   346.3003    83.3609    33.4968   251.9249    56.7571   172.0541
   30     1   342.2046    88.3781    28.4249   251.3269    61.5875   178.1559
   31     1   162.9849    89.7292   -33.2432   253.1625    56.7572  -179.6762
   32     1   172.4956    75.9515   -38.0807   273.2647    53.2501  -162.3649
   33     2   280.8864    51.7482  -137.5414   161.3551    57.9864   -46.8998
   34     1   341.5582    88.1618    29.9916   250.4976    60.0254   177.8779
   35     1   159.5127    88.6590   -28.7049   250.2469    61.3037  -178.4712
   36     1   163.3111    74.4342   -32.8100   263.1263    58.5347  -161.6630
   37     1   161.6139    79.2777   -36.9618   259.5836    53.7873  -166.6681
   38     1   251.8066    65.1441  -171.0182   158.0056    81.8562   -25.1266
   39     1   165.7804    70.6137   -39.2485   270.9535    53.3580  -155.5632
   40     1   162.0264    87.5284   -26.1202   253.2377    63.9059  -177.2477
   41     1   347.1985    81.6826    22.2558   253.8107    67.9906   171.0236
   42     1   343.7054    88.7591    20.0938   253.2515    69.9111   178.6787
   43     1   346.7500    79.6239    25.7809   251.7781    64.6708   168.5060
   44     1   341.8912    89.3144    24.9134   251.5728    65.0885   179.2440
   45     1   173.9534    88.5498   -30.1635   264.7961    59.8472  -178.3228
   46     1   342.6106    79.9630    23.8201   248.2109    66.5665   169.0501
   47     1   344.1277    86.6958    27.8063   252.3867    62.2439   176.2657
   48     1   201.5571    52.4432   -32.3516   312.6691    64.8993  -137.6921
   49     1   334.6853    72.9557    18.7380   239.0071    72.1136   162.0614
   50     1   346.9035    79.0102    23.4271   252.1815    67.0275   168.0501
   51     1   339.4764    76.2016    20.4315   244.3991    70.1832   165.3141
   52     1   206.6351    56.7381   -28.1174   312.9693    66.7920  -143.3621
   53     1   203.3041    57.2702   -30.1886   310.7644    64.9752  -143.3667
   54     1   350.1322    85.1932    30.1254   257.3484    59.9915   174.4469
   55     1   309.8486    66.6608  -150.0831   207.0066    62.7461   -26.4648
   56     1   211.3476    56.7167   -35.3986   322.6523    61.0371  -141.1543
   57     1   313.1397    60.2867  -140.0603   200.6003    56.1120   -36.6616
   58     1   310.1243    58.1611  -145.8923   200.4640    61.5510   -36.8689
   59     1   340.1237    74.4095    24.5165   243.1355    66.4413   162.9505
   60     1   262.2839    53.3074  -146.8285   150.9491    63.9770   -41.6772
   61     1   266.1282    64.7594  -132.5286   151.1949    48.1963   -34.8930
   62     1   323.2494    44.0467  -148.8058   209.7304    68.8939   -50.3951
   63     1   163.0023    75.7418   -32.7083   261.9902    58.4181  -163.1952
   64     1   356.2767    75.3797    28.9106   258.3408    62.1090   163.4061
   65     1   168.9584    83.0456   -30.7929   263.0855    59.4580  -171.9184
   66     1   208.2948    78.0579   -21.2277   302.8901    69.2531  -167.2163
   67     1   168.6116    83.5955   -25.9010   261.7120    64.2725  -172.8873
   68     1   165.3184    65.6029   -30.6120   269.0522    62.3706  -152.2105
   69     1   168.1076    77.6265   -28.0930   264.6329    62.6151  -166.0351
   70     2   134.8083    53.4455   -62.6956   273.8905    44.4559  -121.7447
   71     1   205.4654    73.8030   -47.6337   312.4711    44.8037  -156.6816
   72     1   317.4419    35.6241  -154.1567   205.9520    75.2914   -57.1819
   73     1   164.6794    71.0624   -37.1083   268.4739    55.2032  -156.7209
   74     1   167.8998    71.4074   -26.7992   267.0488    64.7015  -159.3499
   75     1   273.5697    43.0395  -174.7702   179.7424    86.4333   -47.0797
   76     0    17.5872    85.0881    65.2686   277.0567    25.1844   168.3920
   77     1   355.0480    81.5431    30.0686   260.1814    60.2914   170.2517
   78     2   129.2812    53.4557   -70.0566   277.9239    40.9556  -114.7126
   79     0   171.7125    71.5032   -37.1005   275.2050    55.1065  -157.2450
   80     0   147.6647    38.2856    19.3115    42.2854    78.1765   126.6836
   81     1   157.8775    73.0004   -41.9388   262.5955    50.2727  -157.6576
   82     0   170.1801    71.8687   -42.6388   276.1697    49.9287  -156.0047
   83     1   166.8394    76.0639   -28.0908   264.1644    62.8056  -164.2898
   84     1   168.4454    76.1378   -30.9913   266.6346    60.0059  -163.9405
   85     1   316.1879    46.8968  -141.6430   197.7854    63.0582   -50.0411
   86     1   199.7035    65.6276   -60.7909   326.1345    37.3392  -137.1276
   87     1   200.5991    66.6094   -60.4529   325.6044    37.0169  -138.7453
   88     1   168.6260    70.3243   -28.1497   268.8385    63.6258  -157.9254
   89     1   253.1656    55.7223   162.7574   353.0807    75.8220    35.5138
   90     1   254.1874    56.6881   166.3567   351.7804    78.6314    34.0687
   91     1   253.0276    61.6770   169.7448   347.9337    80.9834    28.7101
   92     1   253.3220    61.0738   157.1114   354.8632    70.0976    30.9578
   93     1   304.5785    55.6021  -135.2239   185.3063    54.4669   -43.9645
   94     2   268.4009    50.1005   129.7550    36.0372    53.8579    52.5893
   95     1    29.7507    53.4065    64.9077   247.9008    43.3550   119.7332
   96     0   164.5477    61.7788   -33.9046   272.1787    60.5605  -147.1126
   97     2   275.7016    52.4630   132.6448    39.1878    54.3188    48.5976
   98     1    12.3606    33.5770    49.3823   238.1907    65.1774   113.3717
   99     1   256.1323    55.0707   165.4082   354.6101    78.0799    35.8160
  100     1   259.0585    56.0858  -146.2397   148.6052    62.5369   -38.9626
  101     1   264.5957    55.0908  -144.4030   152.3185    61.4881   -40.6370
  102     1   157.8593    66.5092   -36.6994   264.4061    56.7640  -151.5392
  103     2   273.6092    51.9088  -132.9781   150.1019    54.8442   -48.9864
  104     1   154.7861    63.5806   -38.5414   264.3028    56.0819  -147.5763
  105     1   156.4879    71.5318   -29.0262   256.4576    62.5986  -159.0955
  106     1   146.0385    73.7821   -43.6120   250.9384    48.5227  -158.1130
  107     1   148.9645    65.8128   -38.6458   257.1039    55.2721  -150.0976
  108     1   164.1781    72.4124   -39.6985   268.2601    52.4907  -157.6095
  109     1   151.4594    67.7673   -41.9876   260.2649    51.7397  -151.1923
  110     1   156.4802    69.7545   -40.9269   263.1813    52.0755  -153.9801
  111     1   157.1335    71.7807   -40.6112   262.1407    51.8086  -156.5589
  112     1   158.0060    72.8919   -40.6335   262.1736    51.5082  -157.9233
  113     1   269.6633    47.7963  -146.9648   156.0658    66.1822   -47.2486
  114     1   156.1092    78.0286   -41.2684   256.4254    49.8161  -164.2462
  115     1   161.6160    75.5153   -34.0065   261.1945    57.2135  -162.6914
  116     1   160.3030    75.0410   -42.3750   263.5546    49.3724  -160.1166
  117     1   158.0661    73.1644   -40.7927   262.0988    51.2941  -158.2140
  118     1   159.9921    76.2686   -32.3674   258.5481    58.6647  -163.8648
  119     1   155.6014    73.0782   -34.3016   256.8322    57.3743  -159.7817
  120     1   157.9865    84.2629   -29.0678   251.1669    61.0916  -173.4429
  121     1   151.2405    68.4918   -38.4131   257.4511    54.6857  -153.3005
  122     1   154.0175    74.2154   -22.5920   250.4752    68.3041  -162.9766
  123     1   343.3456    86.5959    27.0701   251.6075    62.9815   176.1783
  124     1   327.3528    43.4000  -143.7597   209.3150    66.0344   -52.6668
  125     1   207.4463    65.3712   -28.8658   310.3842    63.9700  -152.3686
  126     1   157.5196    57.7538   -25.8050   261.9859    68.3973  -144.9796
  127     1   205.2150    69.9677   -61.6214   327.5937    34.2493  -142.5075
  128     1   347.9035    78.1229    24.0609   252.6530    66.4857   167.0294
  129     1   348.2769    82.2550    29.7878   253.8657    60.5109   171.0935
  130     1   350.2751    85.6667    27.8987   257.9843    62.1880   175.0995
  131     1   172.4631    76.8571   -34.1581   271.2338    56.8542  -164.2423
  132     1   157.0643    83.3994   -34.1433   251.5216    56.1139  -172.0408
  133     1   357.9463    78.6637    35.1878   260.0554    55.5966   166.2173
  134     2   274.6788    62.8646  -132.4474   158.1753    48.9530   -37.2118
  135     0   159.9193    60.1113   -67.7692   300.5607    36.6258  -123.3550
  136     2   275.9900    57.2310  -136.0994   158.4764    54.3339   -41.7757
  137     2   270.1702    62.5703  -132.4968   153.4780    49.1241   -37.5342
  138     0   163.5463    59.5188   -27.7258   268.4745    66.3629  -146.3781
  139     2   277.1791    62.6361  -127.4479   156.2093    45.1646   -40.4038
  140     0   165.3348    55.5153   -15.6413   264.3425    77.1595  -144.4996
  141     2   276.5076    54.5875  -125.7648   147.6915    48.6001   -50.5787
  142     2   276.5182    55.8315  -131.1801   153.8181    51.4843   -45.8726
  143     1   300.2145    59.8343  -143.4792   189.8036    59.0345   -35.8754
  144     1   189.2959    61.1049   -33.6500   297.1263    60.9788  -146.4551
  145     1   207.6018    53.9907   -33.3140   318.7281    63.6226  -138.9863
