# index method strike1 dip1 rake1 strike2 dip2 rake2 (method: 0=discarded, 1=instability, 2=deviation)
  146     1   212.1399    50.7637   -28.9110   321.3957    68.0094  -136.9882
  147     1   298.3307    78.9255  -155.4483   203.3160    65.9348   -12.1441
  148     1   317.8796    55.1776  -147.2225   207.6916    63.6131   -39.6019
  149     1   207.4008    60.7177   -31.7893   314.2648    62.6462  -146.5858
  150     1   209.2439    49.3798   -24.4124   315.7060    71.7169  -136.7129
  151     1   213.9124    64.2731   -28.6529   317.2558    64.4073  -151.2294
  152     1   191.4740    43.3643   -22.6157   298.3232    74.6898  -131.0834
  153     0   281.0930    80.9153  -138.2503   183.0714    48.8886   -12.0970
  154     1   214.9252    61.7672   -26.1204   317.9843    67.1772  -149.1203
  155     1   211.4215    63.0329   -37.1970   320.4136    57.3965  -147.4317
  156     1   315.9747    68.4497  -159.2255   218.0420    70.7375   -22.8986
  157     1   186.5911    49.2390   -16.9524   287.8470    77.2410  -137.9765
  158     1   211.5672    58.6596   -25.4339   315.4604    68.4812  -146.0070
  159     1   310.7130    75.9773  -153.2610   213.7531    64.1180   -15.6238
  160     1   313.5082    67.0044  -153.5882   212.5278    65.8283   -25.3537
  161     1   202.3746    55.5741   -23.3936   306.1176    70.8826  -143.2490
  162     1   319.5355    53.7881  -137.7294   201.2993    57.1320   -44.6977
  163     1   302.7599    65.7358  -140.9412   194.3176    54.9386   -30.1356
  164     1   219.5643    73.8779   -47.7447   326.5601    44.6798  -156.7390
  165     1   206.9698    68.5396   -42.1315   315.2814    51.3673  -152.0728
  166     1   201.3726    57.3615   -19.4801   302.1736    73.6908  -145.8093
